打樱桃,呈,腰柚禽人积阔涂是彰呈
大白于天下,昌,促豆蝈鸡閤蚜输淝漓昌
大部分接受,爱,鳞巽佟咆鳅谒囩甮攸爱
大材小用 小材小用 废材不用,秦,油委恰脀钩眭爷漆忿秦
大厂用电多一点,庵,产陛膀竿跌江焦油塔庵
大处着手 巧构双杀,攀,筝艘妆驸笆觅擒燮组攀
大错特错,爽,忿锐露幼激伏油伉讼爽
大大方方,咽,倩绝良久冰莱以籁庇咽
大胆显丑,腥,弘咸荰秩目赦迆筠芯腥
大得出奇,可,鼹然炮秒移倥驻除变可
大地回春,桩,许鳃场票佑鹭黜瀑悼桩
大地沐清辉,脏,炝用玲氢杞迢墅梵债脏
大地同春,杜,纸拉幽株成腐旨堑躲杜
大地一片白,奢,帽裹歌铝洁缓茭洱步奢
大斗进 小斗出,尖,器亡犬磐坂猫曱畏啭尖
大方格,咽,骒酱驮船茄盛跑胥汲咽
大概念,药,诚琉渡考懿作辖漕泱药
大干变了样,全,糗骤丰风蓬任芊年辛全
大庚岭上暮天低,岁,誩伒荥沙俅棠娃贫寺岁
大褂不要补,奎,纪伞封北初土膜篓槿奎
大旱望云霓,濡,巾夕呕苟秋辆秕涉羞濡
大河奔流,奇,番圣弃觅舌永罢霁比奇
大河奔流带残红,绮,酋翅粀娇戽变禀刖贿绮
大河奔流近千里,骑,伴莹严钉步惫魁夯驭骑
大河奔流向东来,椅,容短亿剩驯畩电猴囫椅
大河奔流雁飞斜,倚,鹇伯恿仿贷骨耗撒圄倚
大河边一轮新月,活,燊啊政超对桥间划魅活
大河没水小河干,哥,敦沌联列柄苯溺趿硖哥
大河上下 顿失滔滔,奇,非黠彼疲则厕绌喷旱奇
大河迂曲 群山环抱,甾,功皋虚图殙通槽聊亵甾
大加赞誉,亏,卜鼩翕域狱叙矼聘份亏
大家搞好团结,庐,狮位圪毡培响篇拉珉庐
大家长寿,筹,秉铂思蜃蠢鸨从觅挥筹
大江东去 残阳如血,温,扦鸠犁献春甸漓芨笙温
大江东去一帆扬,浊,淞洳黄宫蛔玲捏晕谛浊
大口多一点,吠,挞格忍撞悟旱霍奈酝吠
大框框不能破,因,昵整恚驰笔爧十蚜绷因
大力能容天下,因,掘泽梧哧扎三控辜荨因
大连天全,一,稀孩籁嫁卵移勽污袱一
大乱之后要平反,金,恰酆蝇阂宾轧往寿绸金
大米转向出口,奥,喉脵尒钊酬武恪粥夜奥
大面积推广,靥,注棺奄香音馋樱秽讫靥
大明生于东,株,干降非曼蒯秕衅衿陆株
大闹加小框 不作“回”字猜,固,摆般戌奶杈右诃酬漆固
大内格外要留心,恩,铸柯跑娟姑篱魇玑蒜恩
大篷车到边防,郓,菼湫锉垚舢状窥炰昵郓
大庆油田庆油出,奋,麋害苂踏蚕礼培矩栩奋
大人挑小人,夹,岔锈疝捕干低装佳辰夹
大人走来了,子,萍缰罐再茒芜澍阅胜子
大赦天下,一,仝婕莠驾筞蕾棉刖孕一
大势已定 无须固执,夯,弁答斩沉尝签肴溧闾夯
大树临波,渠,菖彤累谨悄轴忠短皂渠
大田高禀庆丰年,移,閤螟橇师喂驯亵渐宫移
大同石窟旅游点,突,毕褚渥册榭旦居美挥突
大王偏爱玉无瑕,琥,志串梏漓恨坝鼎侬忤琥
大王声威震四方,噩,幽丘吾昏额觥坝莱螶噩
大西北一日,春,驸丞甜习炅惯体喑漏春
大小交错,灯,辑芦瞎季陪昌汆叶氽灯
大小两分开,奈,羊舌闻蜀烦树丫侔户奈
大雪压青松,柏,验敦免孙俶适掰枸靳柏
大压不正之风,奁,聘恻荤李飞晗擞庚喂奁
大业靠人创,亚,酚珅丢骏总睹唠予琳亚
大有干头,天,行箫人催侮违氧畀景天
大有可为,奇,荃卯瓠冬愕悠喋织尚奇
等于,互,疾妒抗火诡疲逑腰馋互
大丈夫不得出头,天,悲掘靶写境炮惹缩拟天
大丈夫力不从心,思,乒日酗乍蚴畛阳工之思
大针上面顶小针,钎,迆沁船栩佼炜棣求壬钎
丹心一点到白头,舟,博料惫魁智很摸览背舟
丹心一点血凝成,盘,荷槊炳籽弦狳燕悻苟盘
丹心一直图为国,匡,呸怂敌点閤酬包芫件匡
旦末净丑,星,锦寻线升裘腐整共柏星
当代巾帼,妗,恃恚踏详杞靓钰岸鼹妗
当合格工人,吴,儡着坦盗昂囍俭雌妯吴
当空皓魄映川流,淝,杞疲魏羌营冐虱伴聿淝
当前不在一起,米,趁震略趇享啬茴楷抠米
当前皇上垂危中,原,胞杷驯蛇嘶霜苟纽左原
当前唯有江边月,消,斗汊诳眚碟千晿沼杢消
当前一定要安定团结,案,湿血荘匙甘骇富册佳案
当上运动员,唢,娃视仕藩澍衅卷枇内唢
当天处方,晷,纹谤共卓肴杢界框带晷
当头明月满行舟,逍,鞭嫉冉昌都驯婴夙溃逍
当头明月照前程,稍,跑迷泌琶更哧洹偿横稍
当头月照远帆归,蛸,匾囧部共巡拍纹涟豺蛸
当阳道,昙,萍档琴擒妲差欢兀组昙
党内交人要交心,谷,梀沊州哗辫莒邮纭协谷
党中央与人民一条心,恩,园霸饱坎沁仅心霁州恩
刀光剑影连千里,验,儡旷肼泛犄凄言周坟验
刀光剑影林边隐,检,淞沛患浪僧触啬詈氢检
刀光剑影入篁林,签,杭买飞镝希票易淝常签
刀下留情,忍,侏偷割讳绡章氢鸿巽忍
刀下要留心一点,忍,珂畔矮酥好枝哇本扫忍
岛,泵,昆笨袱崇暂灻信缄芸泵
倒数第一,由,户睬宾础白儡琶垛橇由
到西郊植树,校,毕臀钊伍生侮伶鸭饱校
稻,类,酉糗買尹键佃见釜蜗类
得人心者得天下,怂,伒卡若娘恳瞐砷风淼怂
得胜生还 安排宴会,明,缌缓崖衍扫凸么漕潸明
灯昏酒泼人半醉,酊,湖襄潇奴骤街菬杷啤酊
灯笼,炮,腌烤淆使芨掘拿邀嚎炮
登陆,漓,抄朵芫政旭怵狩闽身漓
瞪着眼睛瞧 个个都 不少,目,判瘤懈陈蛩瞅跳亟溜目
地表,坡,篓继邦络洇妆汜躁诛坡
地震前后变了样,垄,掷衮芩墓驮挥可肩诸垄
帝,全,佟坚猴濡倍冀彰魅娑全
点滴积累可成金,全,蚀泡夕拽淹今簧鞋薯全
点滴之变成作为,办,皓剁棚古积藻亘悬劫办
点点卯,卵,贯卯坠莹荧醄轶访祝卵
点点新芽发枝头,米,械饱啪闻浪氢蛋让椰米
点点萤火照江边,淡,仃儫虔自诚眩污足筮淡
点心,口,位曱柔跟皛无力俄荣口
点心能手招进厂,拓,奁岩聂泱商忐畩脸匡拓
电大办在河西畔,淹,嗤潕倚羞酒闰昌振戥淹
电杆高竖在山巅,击,私鲩淳伏涢谣矿跟友击
电视终日看不见,礼,淀季见淆翅玷穴來仝礼
垫上运动,土,驷筏娥批惹叩竹拄灯土
叠罗汉,众,纭记胕曾弗俞岆吉瑭众
丁原兀立 吕布拜倒,呵,思似福饱殓淼溢枣赭呵
丁字帘前是断桥,柠,巧岗蟆击憩男蓝扇烋柠
顶牛,斛,穴冣姐聪顶哇匣地淌斛
定心丸,卞,篙骄卓茀货匡梧送俑卞
丢开个人得失,佚,嵘带藻从刀丹沁钊此佚
丢人现眼,火,仆闰瀑忏架靖巾枝树火
东北风来冷先围,飞,畗邪悉姐剑掠鸟沊靖飞
东边日出西边雨,汨,稼耷晔臻寺竹箫画沌汨
东部支援西部,陪,协量戥憔杼布马毡鹂陪
东床只独看,胥,春掮暮愚浪钼昌泵损胥
东方表,柏,羚漾那糊的捺锄第醉柏
东方方才现双星,柬,低陕糊跛瞄宙怙齐层柬
东方红,株,荒苑壁勇投窜术辰糟株
东方露出鱼肚白,课,窟琚吓魁姑驱飨芮危课
东方曙色上枝头,楂,规散芔鲩您诩股芦说楂
东方一男儿,柯,暗痢咯都炎双拓寸圈柯
东风频添相思意,彭,粒丰瓦千踪咒挞斛摹彭
东风指杨柳 月下正相思,膨,姑苒槑卿轵泪诡脊挼膨
东海沉落天亦倾,活,个纲嫁馋都爻蓝空巡活
东湖双鸳鸯,鹏,睛偶煲顶沛叶啃武浪鹏
东家流水入西邻,沪,犟杉桌调驷时耳赻骑沪
东郊田头出孤苗,邮,初弄退孔桦悯汀虮督邮
东京旦暮伴郎君,春,刖峡霄置扮氶量嗟漯春
东京一游正值十一,琼,吝旺雀七梏饥杳钱辆琼
东靠大西洋,渠,悉噎析鸣戏皂橹跟肋渠
东邻可有佳人在,婀,雇暝㕣弛主枢棕锯荕婀
东邻墙头梨花开,都,砍卫鸨肉肩挥钱镂搁都
东林虎影,枫,管女巩俑局番责锱渭枫
东流逝水,梳,妹饼脖合邪剩芳碑闽梳
东楼少女天下绝,来,乡文夕咔努共熊螳血来
东南方双方合作,燥,猪玻沂帕提炙堆到伙燥
东南西北锁雾中,备,梨囧云债恼甬泮票租备
东南西北一般春,楞,种军婚径佣薪株允驯楞
东南邹鲁,阳,全树妻歹霄别脚胃冉阳
东内缕缕添相思,彭,臀淋聪壮绸倩跻糜袅彭
东施,妞,镇还魔何屯富兄疟恳妞
东西南北不出头,楞,闹躬起信偎汾奶釜尘楞
东西南北一条心,愣,脀上痴娔去玉夥舜朴愣
东西调防,邡,它约缌扳咯佬堵找适邡
东洋兵,晖,猪桓更旱兑堵睛均魔晖
东洋参,晶,历芮笞变快溃宴岖潇晶
东征西讨,证,轮朊接吠三奕孜压商证
冬至一阳生,汨,鸽最唢搁峰詊枸诀朵汨
动画剪接,男,弼楂刘取宵勾晴褚嘉男
动力增长十点二,协,呈飞谛骄哗泞邗轲于协
动员后勤上前方,贺,异杏念型入劾雇石窥贺
动员起来 团结起来,赔,眩鸟技骤努斋权将宵赔
都不出头,楷,怡德漪奇红占褫缶蚤楷
都匀,筠,吼洄垓牮烟档漆垮镍筠
斗柄回寅几处心,滤,最默忌车肪莘畲胆胚滤
斗蟋蟀,触,鄯订期颗础汞音您取触
斗转星移又一载,平,竡赶用灾型私镯纲倘平
独户,阐,噙侃屋扳址槊骑敏徭阐
独眼龙,省,冤到佛萌腥萃渺潜演省
端午前后,辛,差婴迫夯脱浙伟棵境辛
短一些再短一些,此,归惫距他乘佰豆臾疾此
断断续续,继,例黄绔牮诱地闪蝇垃继
断桥垂露滴梧桐,淋,阀羊皮课杯拗龙晿啊淋
断指再接成功,掷,课到辜传氟者床挠译掷
对边三点偏离圆心,赔,郡铯笆瞇吕唱股魂簸赔
对艰难皆有先见,又,崇击钱辐浪己皋著凡又
对内改革要上去,婴,眚良恙么轩怙偎耋苫婴
对人要虚心,伦,垛荕嗽肃薇九荀沏妈伦
对手得分,掰,招甘嵘听常但堵染夸掰
对照看来有点左,式,虑漩响噬诘宰兔怀呵式
顿号,踢,最逆宵贷普奇乃毙矗踢
多半靠进口,名,弋卫薑阵镯寇归升妥名
多半用三十六计,梦,厅携燮吼盛擂杉障浜梦
多出一半,岁,启火蛙讽属啮仔漕盼岁
多方合作,哆,寒菹驸甸酬馨怕蚌垫哆
多美的桃花,骊,福旌鸢独实渣备诳盔骊
多少白土被花盖,著,阎甮猫榔肌徐昶悟朩著
多少年后再相逢,舛,捺阎悬佶箫沧曼际亟舛
多少心血得一言,谧,祈让铁跺姿乞喜深症谧
多谈实际,课,蚯复元罕尚咳晶疟贵课
多听必有惑,总,兆哧扛鼓琬舸骄漏丰总
多写一笔才象样,栏,粥象鬼名勾岔吕披捡栏
多一点点有意见,竞,楞烂梁弗宫虎曾廖碜竞
多一点就好,艮,蹊鳃囫惜猪卷徜扏糕艮
娥皇,娆,暂基移淑蛛以陕唤団娆
饿,饮,椰犹已锯夾狂窟腌阐饮
儿的心只在四化上,悦,弱教柄镝禽槊俪萍馋悦
儿女共沾巾,姚,识肙讹第俚块奸佰硖姚
儿女忽成行,哥,笛弯觑渗工哨奇翠酉哥
儿女相逢泪两行,姚,磊抨妖泛像冲活熄牧姚
儿孙各一半,吼,骚悲蚪杰气昧笛罩苛吼
儿童不宜,旖,膀八竟虻鹊紤指汽苜旖
儿童急走追黄蝶,李,肝们篮怡妩娇器霜塔李
儿童节,音,愿殡时伟鲈打裙嘲甸音
儿童节前夕,产,鲈彻团岗捉夸轻睡甩产
儿童节在上旬,章,雁坛岗勾鹅槿宗艘杵章
儿童来鼠,亥,合找沁趿往佣力镇胷亥
儿童西服,肖,缄聂噬汇袅眩拴弹殡肖
儿童一一入了队,除,则兹眩炰拉筑寄菟泱除
儿为四化集资金,锐,吴忿公满三谒社钼供锐
儿须把四化挂在心,悦,憨诸萝捎崇抛井靓至悦
儿要跟党走,趟,九士酝蜂亏雪聪田媚趟
儿在云南前线,统,菁曾扳隧档验胀非弱统
而立之年当运动员,喷,既咐北昃挼棠垤暝滴喷
尔曹无日一虚抛,曲,虫橙叔诤婪乳树版洼曲
耳塞半导体,附,冲螅证东夺渥活鸿芩附
二,息,甡璟身岆媳减相鸣愈息
二八佳人,妙,佃鱼娠踢上羞诊革屋妙
二百两,芹,止洵翔跕丘扅厕舱饥芹
二百天,荀,簸鲩纭垓洲嵘斌穹路荀
二尺二,封,躬淌嗦冈狩聂栩椰芢封
二川溶溶,州,阆诈双谜向磊掇惶卆州
二川中分,蠲,揭零奇颇泌愆山箫橹蠲
二次交战,戏,筏迥刽杞踢朱煽钞荀戏
二大王心如刀绞,瑟,泱呖监佳姗意汨厝悠瑟
二度梅,馥,洇偿皛乐配楂戌娠麋馥
二度学医,谬,昕熹妥奻扏树八浑跑谬
二度重阳连夜归,梦,胇崭垒横轶掠棚戎娔梦
二儿远离摇手别,遥,毕反任响捐晒揩偿逐遥
二分尘土,示,朱虹遭彗咄挞厕鹦囼示
二分明月正当头,旺,耗吧权艳作惫传精八旺
二更尽,史,随垚鲥草矧普弘咸路史
二狗谈天,狱,搜荰咽欣碑解昉傍余狱
二话不说,证,淡苞艽屠妖绒笈液辛证
二黄,圭,奢匹胭晋佰罂水嘉绸圭
二季度进厂,厦,迁诘艘佰筏歆偷反筛厦
二斤水,满,枢俸母暂屯囡穴爹疯满
二九青春,森,境节邀被给钬按活栎森
二口子结合,酉,昕岔签昱编角谅呖谷酉
二口子相会去西湖,醐,骅妲宓掠恿监娴吠枭醐
二口子相会正黄昏,酉,淼简横侨突并卸染穹酉
二口子有个独生子,呵,粘腊滞沸瘸篮妄框赫呵
二连 安阳 长春,大,辆介莳砖忐妙椽隽猪大
二两人参,奏,政邱朵虽璃甥皮坯忠奏
二龙消逝画楼东,桂,摆您舱骄肛信鼎笃靳桂
二楼四间一幢房 各有小窗却无墙,噩,观嘿逾教窒痒瞅诚萌噩
二毛,芬,翻求沼构漆词炕艽陸芬
二女相对泣,器,丸骑馍登夵瞒薯靥杵器
二泉映月,沁,俚卞器忿滕骄坝霓琅沁
二人不拆开,奈,精哺肪玷荐脚职妪旭奈
二人传,徊,她拴舌坚醄做助喋蜡徊
二人顶三人,奏,來掘慨片暝邾囚场父奏
二人顶三人 事情就办成,奏,淀梵冯薪云彦钬鹅姨奏
二人分庭坐江东,巫,拽丫敬趁嚻羽草拍狎巫
二人赴前线,纵,獐张笼锈篮沙琵株润纵
二人合作 干劲冲天,夫,飘胎佳仑途钓群帛脀夫
二人横目志难合,德,橱芨脌障耻汀若趴伞德
二人结同心,怂,靓琉叮喑透害皱霍瑛怂
二人庙旁立,待,夂澧焚瑰俞鲳寒地盛待
二人同行 后不见店 前不见村,俯,有迥庖杈苟蒙塾蕊胄俯
二人同行去投师,徒,迥指困柚了麋诤丈申徒
二人同心,怂,湫区糊楷廖疽最炎终怂
二人小组,余,佯终操奁吕组盯顶溏余
二人一同到少林,待,聂维垮导禽泊夺康曱待
二人正直我相交,徐,铯疾魅际兹畔郑渗组徐
二人转,仁,录阀罡奎晨钰件盯院仁
二人走钢丝,丛,办娜朕亘奁裸躯着造丛
二山倒映雪初融,帚,豁膂贷升楼滤肃瞩斛帚
二山相叠,岳,胤丝投挥栋腿眚恃咯岳
二山相叠 隐入云层,屈,涔桑菟蛇梳之汕贷抛屈
二山之上架小桥,崇,蛙螽飨荏団护鉴氶镍崇
二十出人头 胆识过人,膜,砍另沔泪凝糜朊妙淑膜
二十方出头 坎坷在眼前,曲,诬鲳娔标仲捅误邑琬曲
二十年后方相聚,苦,坐弄用守羊轴阅妍潜苦
二十年后再相会,卉,帚忤危躯绿汪昃怛纲卉
二十七两半输去,堑,策抒稀妒曳茢德昊继堑
二十七人,花,宫伯旭安机条歌纸端花
二十日吃不进口,乾,去栋來愿囧害姐犇樊乾
二十四桥明月落 孤帆一片日边来,螟,爱堤俞脅钗溢缄鸥皫螟
二十四桥一女郎,甍,姑山汆滴奉现誩诎佚甍
二十四小时,旧,担骏蛞验桌舒辈觥姨旧
二十一家同入蜀,靶,疝婴郎陸闪棠恢都洼靶
二十一人小一点,恭,婕俘泌胐螺偓按啻羚恭
二十载河东,苛,浦洽嗦倩敏翥让竟袈苛
二竖子,元,浮蒂秒磨婿坯检导体元
二水交流 一川横渡,洋,愣栩有狠歪儒位疲薨洋
二水中分白鹭州,川,戥龟缠寨暖窟弛氏子川
二水纵横 四方汇合,淄,码跃乞租舢宁篙赫尺淄
二胎杜绝后,朋,研嗽吋罪裂鳗久蜡闩朋
二万,芊,瞬诃痱绅起佃做捌咄芊
二五耦,舍,斌伟显夕惹绅魏唤铯舍
二五人家水月中,湖,嫌牧膀角携郊击潘舟湖
二小队集合,除,沾柯娬讼纽亢隙瑭旱除
二小姐,姿,轧饼坠肥抽虎怏究戾姿
二心集,惺,哈封区粽翔勇帚杠兵惺
二一二五,苹,棕豺膨筋或黄伒诊拖苹
二一添作五,力,澳甩岩丰翡魏答筞稳力
二月春风草初长,蒯,淋胜云稳互朔郎傅捞蒯
二月卖新丝,绷,撵泰鸢载芙沈深鲁洳绷
二月鸟来全,鹏,暂掠骸渠泱检诉讣鸣鹏
二月平,朋,呵库囚茴鼯惑氏铸驰朋
二月青犹短,十,哪虱忆妄活施菹抗巷十
二月轻舟逐水流,恕,阐责宁若验窍景繁痴恕
二中全会,串,暴喵闹内扮宫屋菲溧串
二足并拢 以示服从,是,负苬啐敷侩坤徭仕等是
发生大火划禁区,烟,哈皑讷伪崛封毓梵竖烟
发言结束,皖,绌潮获态忆震辑矛肕皖
帆影归来带散香,棉,嗽驾邵控步饱隋赻皫棉
翻开日记写人生,借,擦讼揪瑟鹇甭扎锦脊借
凡心合随江水逝,恐,踮久忧题揍魄旧柬昊恐
凡心难解红丝断,恐,嘈诊玷和兹啦顶啮逍恐
反串花旦 不须化装,昔,指构惺旷炰层牧典曼昔
方离故国心低沉,惑,氮讽憨淝晷朋糜桂冤惑
芳草凋零,方,肺笨咔娘囵泾般贺酤方
芳草离离生塘边,坊,仨储肯体琚洋桂运盼坊
防洪公约,测,琅适矩矼荤淡亡稼瘦测
房后竹篱月影残,翩,纺匣寻野殓防佰登饨翩
仿佛西湖半壁红,江,仿学殿见纭兖乒徊殚江
仿佛一峰船外影,舢,娶传庙荘扉锗杳蚁替舢
放眼唯有一孤舟,舰,犄衫策苑能途鑫阐愆舰
放之于山下,退,左递醉舢星景了敌啤退
飞蛾扑火,我,甍果若梯携芊纹垫厂我
飞凫从西来,习,翻呀钡估桩色激勇愆习
飞凫昨日行,舴,尒寨汜馥忧唢仿囩弥舴
飞鸿阵阵过横江,丝,嵩尒妪否通苞澎茒熹丝
飞将军得子,床,块徊跺棋脸邀佳迫垤床
飞龙安可乘,驳,彤杆漆蠱园璃笕脵酒驳
飞泉垂流,浴,钬拉末提陛仅宗粇瞅浴
飞泉挂碧峰,汕,荘所主孽筏郡钬怵黑汕
飞泉西注,浴,诵晃尥骊筞吝勋肘胃浴
飞入寻常百姓家,扇,歉料诚缀枇裹指内货扇
飞舞蝴蝶戏蕊间,恋,被需婢婀切绦槎德估恋
飞舞蝴蝶逐春水,滦,寻熹硫觥恋毒擞濡椒滦
飞雪迎春到,柏,沛驷遭舒摊淡够症哗柏
飞燕双双向灵台,怂,媳岂但嗟蝈幽断童谈怂
扉,顽,还掰廊泱斛奇暗亡咬顽
肥胖症,瘸,捱趿眚岐啐蛩浊硖鲡瘸
分工负责 肯定成绩,红,除功莱來唠炸拄嫩海红
分离之日,钨,斌牲玫吹晏玲唔互抽钨
分明有大小 不应划等号,奈,横希畸湿棉力徭冥莽奈
分明有大小 怎能画等号,奈,雾怏炰坊婀垃崭完教奈
分明月色若镰钩,旬,匡绔搏将肃伦酊咄茗旬
分田分到王家坳,噩,穴喜穹送龟省忘螟躬噩
分田分到王家湾,噩,殃翔土馥语琅写眚蓦噩
分子比大小,丞,苆厚缠漏霈豉湿戊焚丞
汾水横流映残月,忿,径崔扳探粘歌逆种师忿
份量不足,欣,茓发颜马番箫灭氟柬欣
奋力合作夺冠,男,粥臀炙各感撂娠恼架男
丰收在望,稿,妇蹊抵女缈妹佑囲汀稿
丰衣足食,裕,沾啪甸忆鄙秀斥茗敌裕
风吹草低见牛羊,蓄,宣爆供泛高格咔见孔蓄
风光旖旎蝶双来,蠢,念寓承贿苆糯击恭婵蠢
风里来 雨里去 一蒿相助,希,难胖辑今湛滤绌弗釜希
风里走 雨里去 孑然一身,佩,池渴浜货浏又斯儿杳佩
风流朋友半绝交,淆,偕大浆布态沔技聿揪淆
风雨空中雁阵斜,佩,肘蚤辫亡俞定恋转菼佩
风雨前头夜归迟,夙,荫品蝉责刷擞嗅开唧夙
风中点残烛,蚁,踵还垫运布畗业味弋蚁
风中空候立终宵,夙,邮笋弼苣抠供茢录徉夙
封面,颇,遥桝娇婀碍斯孙圆诵颇
封山育林,困,诛州干阂胎示慎补高困
冯Ｏ为何再弹铗,软,笳更熔洋啭乒挂逼绡软
凤,鸭,贪潸画坝孵饮抨蹲坟鸭
凤冠,几,公亨鹅敦的粇裙琼台几
佛殿有佛无人拜,弗,则十唔酥芯项绔哦扮弗
夫妻对泣,器,标瞿挽纵具的脱作役器
夫妻恩爱二十载,莒,馋炰扅萌晏乃径墙卷莒
夫妻双双把家还,闾,块瓜未滂祥笨洪堵棚闾
夫人何处去,二,粤恿昝亩蘑拿挖丛抛二
夫人一去不复还,丕,诘崖麓络鸿黑朩栩献丕
夫人一去三十载,奔,嗟鳗衫戌酿民戚粀舒奔
凫,淮,枝怎钼城奕铁柄帝妹淮
扶二人上车,撵,沛乌妪都违债器野粒撵
扶老携幼,雀,涟功午树荏磨碛阅爱雀
拂晓姑娘来,妲,扒计黯辫坤垒濡寒逐妲
服装展览,裂,秚狼谨缩瓶喜恼创胜裂
斧头,父,厕羡往人呵笈爹厘胇父
斧头把手已脱落,爸,珅尽烛钙污巽亿誉膨爸
俯首甘为孺子牛,件,责酗念周巴驳亩硫洋件
父女相会共丹心,姣,惩咏町力颜宁姘溃妥姣
付诸东流,信,咖罕裸柜弃畏咫哨敖信
妇科病,嫉,聒恭梗魏哧镝肒邪画嫉
复习,羽,骄猎掷饥甲皆兹发源羽
富士山下,画,圣茓更矼淝离淹船岩画
该省则省,刻,邀熟欣昫瘤私咆镂官刻
甘心独自归,廿,揭酝略店姗岸舸苒断廿
甘心去当配角,世,付助清泫跌忝怪鄙便世
干部调配,障,排翩潕遭伍讲掮笳亵障
干戈一别到异乡,绒,卖尧南詈逐巡近伪框绒
干嚎,渺,艳调将丫该殃丑亟满渺
干劲冲天在前头,半,向巷螽尹残寨鲁甄秀半
干了酒已是黄昏时候,酉,乾违睦狳刖毒残拱轵酉
干涉,步,禀午配哽锄潺娣座岂步
干校生,管,泾船爹舍扉金莳针重管
干在前 谋利在后,刊,竹屈阎赦念宽镇菇柴刊
干在前头,平,学贿雨詊们爬滇筷糗平
干在前头 还须严字当头,釜,鼎姹忙明聒月购抨地釜
干燥剂,法,娱劫酗臾脉嫉煲搏别法
刚被太阳收拾去,早,虽项绺炮前唧吸娲榨早
刚满一斤,博,吞肉罩丘嫌泰丈倒笠博
刚去莆田遇雨来,蕾,瓜奄锄似皇戾卿澎项蕾
刚想放下心 毛笔又丢了,箱,利缌暴跛域匣转楷碳箱
高低音调八人和,煜,姨杭朱至线蹋简称史煜
高尔基,尚,鲈尝怕附榴撒洄洲涧尚
高空山山无云层,窟,摆垒腐洋涉枢浍荀讫窟
高树矮树留下来,棵,锉乃侬起冈溢洪伦娔棵
高温季节,淳,掘刮槐且镍吐赦斛码淳
戈壁滩上一棵草,莎,暝墅佗谭驯肃安厦受莎
个个不沾油水,笛,捎韭相华燥洞菌鄯造笛
个个参加射箭,前,臀薑壕膂妈头韦徜陸前
个个参加运动会,云,飨使辩椿巴胀刻甸糕云
个个到延安,筵,业摆震逍驸煜较殊吉筵
个个都来管,官,脀厚狮膝企漪娬买庇官
个个都是节俭人,签,怂皮尼榴柴烘胡奄落签
个个汗水直流,竺,赏腰逡脆胭兑璐造啃竺
个个会打曲棍球,等,淬从笳觑渡荀吵蔷乱等
个个见了开口笑,吞,射蝇炅掌绩嘶觥夕矽吞
个个见了笑,夭,吴裘逍诗矼脅馍际誩夭
个个节约自来水,箔,卑入擦萧猪仃爷顽坂箔
个个另作安排,笳,鲩么坐轨杂胆历育恍笳
个个入笼,龙,驱骡估选豪侵债帼卞龙
个个同心助他人,答,神驻孬侏腿丝匕弱鸽答
个个为节能出力,筋,彦倚鱽冣棂胀容带醒筋
个个一见即捧腹,大,网矮林焱店乞叉被豆大
个个以一当十,竿,娣蜗盛来宴减绡仕充竿
个个招工到贵阳,凡,渡妒调井拙倔呵览氙凡
个人简历,使,掌筹睛曲莎嗽分忐朩使
个人依靠集体,本,躯沌嵊吩牙另救需捍本
个人与个人 分工又合作,筮,恬芷隋掷恕倮蝇炭与筮
个人与集体,本,拍奉哄角泣禀浔镇蓝本
个体承包,因,匹苛逾占暮沣卯讲片因
各奔前程,扮,犁丈执惚斌傲室夷远扮
各不相让,筝,灵巢坎统苔锈腿样兰筝
各得了一个十环,略,断寻逾旌牟烫习朴飞略
各方合作,咯,奠务泼畔巾助距霄光咯
各自东西流,汾,掷匾叉昨绷嵘叮拐票汾
更无人倚玉栏杆,琦,烬浛凬俚拍走峰头秕琦
更著风和雨,汽,检突罂涂奴鲂江界薇汽
工部来春始扬名,埔,崩肛荀沔苟石炭验幼埔
工人个个要团结,笑,伪间社腔尤坯斩楷涸笑
工人团结紧 齐向党中央,吴,爱琅纵交帛杰曳固恪吴
工人团结如一家,娱,酉驻彩适窯冞酚违悄娱
工人知巧作安排,喉,充踵兽瑭韩够奏甬耳喉
工资调整一次排出,贡,至战你驱娬隐莎涌簧贡
工作大变样,全,语犁恃蚕柔窍岗护宗全
工作为公应称颂,项,捕煽嘴卆跻锱蔷趋午项
弓,娟,们苯笕眸乾粑橙废汉娟
弓弦搭箭,矧,羽琦呜珍兑乞响珅车矧
弓弦落在草田中,蓄,堤衲骗涸烟罗锱诳爪蓄
弓砚缘,斌,怏冯滴心式阎甘跳娘斌
公尺,来,荷阕瞿泄章狱第马宾来
公而忘私,八,豪潘脏秋叠宋怕寿淹八
公而忘私启后人,谷,药讷斌佩鹃惜弁漪冥谷
公字当头应推广,兴,茎苬只汨图瞩斯匾孵兴
功字前面频让步,项,忙昂拙仗告势剧莱受项
宫,琚,族囫轵匪偿媚昊芫瑗琚
攻克湘东,瞄,湃窒规奥缁啻俎娟牟瞄
巩固前沿,涸,苏醒翼槑谤摈纷哔当涸
巩固中原根据地,楮,圭椽休梨础肘偕蜀翥楮
拱手让人,共,昂钟佣惚炜他绸企观共
共此灯烛光,焱,纥泗皮价牷舛抄畏围焱
共二斤,斯,片子沽众识扅香备崩斯
共回头把手招,拼,臆映创丽支要肕蕊贪拼
共建江西意义大,洪,扣货突祝伯诃斛猪运洪
共去空中揽日月,腊,烬哗殙皖斩政版朋浮腊
共三十六夜,梦,侣烛巨随伏葆阳莱原梦
共食不饱,我,丸饨翡丞呕豳孙钞冈我
