岁首逢人皆神气,仙,辞蛋箦痛仙
田里种禾苗田外长野草,菌,洱芩一茎菌
车胎少了气,轭,陕溜略坚轭
手无寸铁 空欢喜,控,蕊踢炝简控
姑娘投奔意中人,姻,疝寓米豫姻
门开着 人已去 心还在,闷,欠茓原趋闷
牛头虎尾紧相接 牛儿始终最打眼,先,侔徭柄恻先
一颗巴豆从鸡爪上滑下来,爬,林鄯霞边爬
开始变动,井,麻佑冉增井
饮料免费尝 口水流两行,馋,母漾圆梅馋
天月,胃,砖丈狞豆胃
搬走东西见全貌,舰,元悸唁菟舰
被四张口压扁的木头,噪,枚兵忿珀噪
街边行走 解闷散心,闺,方血趟彻闺
没有底的盒 却有一个竹盖子,答,捺酊填阜答
无角牛,午,寅当娱辛午
朋友半月不见了,有,莺逾扛垄有
女排出手便告捷,婕,楮怂孙莳婕
一个闲人天地间,仝,曹南随行仝
遇座让坐站一边,店,酱忖裂赴店
悲喜交加,泺,诤钊旱橙泺
浊水排除清水流,蜻,司桧厉蕴蜻
一人独自亲小嘴,仫,扶荫哦锦仫
贝壳张嘴,呗,烨识螳各呗
可得分,叮,蜂贪辛员叮
独桅孤灯船倒影,卡,遭秩箫俩卡
山上有小丘,岳,虎怪浇孚岳
此女有一嘴,如,拴围烦贾如
煲好的汤却将水撒土里了,场,冈宅才侵场
左说右道,誩,通鑫锣看誩
杜鹃鸣后水田齐,渭,必批桝势渭
三把刀架在月亮之上,脅,意捶医佬脅
有人带个草帽 申请砍他一条手 但他还有两个胳膊 两条腿,茶,脀澎桌晤茶
张口伸手 私自当头,抬,击钎翁菼抬
嘴巴下面挂毛巾,吊,忽图庐寅吊
轿车开出到村旁,桥,喜咔触褫桥
沈水右边移 换汤不换药,沊,苞胕贱碳沊
一口含十口 水在旁边流,涸,蚴霉峡庄涸
竹篮竹子编 月亮在旁边,膀,奶拓祚咆膀
二十四小时 莫当日,旦,晓积描倡旦
秋岩半隐日西沉,秽,桧勉脵荃秽
消除水患一方安定,哨,夏泠刈鲥哨
老公公穿件羽绒服,翁,喷连冠好翁
最好的马,玛,梭矩谷丛玛
火烧木底,杰,棺馬叠跨杰
太阳的儿孑,星,周忙有谁星
向左一直去 花前来相会,苟,方讹滦略苟
后羿射下七个太阳,晶,瑰沏观鸿晶
出门无话不说,阅,表召兔绘阅
王戴帽,全,辞拗箩居全
心系天下寸丹心,态,湛罂狳吞态
征人一去不见归,歪,根播莱既歪
王子和白雪公主坐在石头上,碧,巽骒眚斌碧
东楼少女去西湖,糊,秒惯槑冐糊
寒星点点去 一马奔驰来,骞,沉楫锄憩骞
两人行得正,征,阳啤浕造征
蝴蝶鸳鸯不分飞,鸾,厕宽塌缰鸾
两人出去 四点回来,雨,卿电绉驼雨
搂头隐约显秋色,镂,戥川蚕即镂
“八一”六十载,亲,堡选酣私亲
“七一”直抵花城,库,罢扦佐讣库
“十三大” 改革之会 团结之会,奉,忮姣斤亦奉
“十一”双方皆怀念,喜,捌青恙瓶喜
“文昭关”选段,音,翡実伦省音
“五一”厂里放影片,彦,捍迁妍带彦
“五一”前夕何宽松,衙,胭呵汲淞衙
“西出阳关无故人”,笙,蒡各瀑韶笙
“小”字加一撇 不作“少”字猜,赤,壤竺陌错赤
《人生》上下集,佧,笌汁挝案佧
阿里山小吃,饴,廖翩磨彬饴
爱将余热献光明,熹,床牯笳迫熹
爱心几度付流水,沉,噬门赎畦沉
爱心寄与笔底情,写,稿估霓黑写
爱友别离又相聚,受,粘茭饱背受
安敢裙钗换男装,宁,竞匪默菌宁
安危抛脑后,脆,申羯胆敏脆
安下心来读书,今,汜斩妨闺今
安心度日,宴,炰铸扶湛宴
安心平凡工作,恐,妇辜冉禽恐
安心只为翻了身,总,读途奢氏总
安阳风光,京,汜船岆呗京
安阳会子,鼹,痘披扅询鼹
安阳即景,京,子仵搞岚京
俺大人不在,电,巡到汀佚电
岸,滂,窥懿沌色滂
八尺龙头,咫,特韩畀细咫
八尺龙须,荨,冉卜殖联荨
八达岭,兵,砍筮渑误兵
八方归心,总,肛琶畦烫总
八方援助受灾人,熔,匡戽菇枯熔
八方支援前线,织,铧胐煎嗦织
八哥,兑,器叙誊奄兑
八哥的传说,言,酋狄块沧言
八哥偏心,悦,姿碛殊坠悦
八哥守门,阅,挥璐谒承阅
八哥学舌,说,踵惫司痕说
八卦山之春,根,草婶皛遍根
八角楼旁水相连,淞,额荤串翡淞
八戒大怒,氦,折仪恒购氦
八戒行者随长老,狮,娇憩愤诡狮
八九不离十,杂,心消铁帜杂
八九点钟的太阳,晨,荔志把豳晨
八君子,羌,啤靳刀笆羌
八骏随天子,玛,吠信飨宅玛
八连战士,丘,脊辉搁夕丘
八千子弟兵,翠,皱膂蚁蛞翠
八声甘州,箫,隽区邮泱箫
八十八,米,渗叶帼舴米
八兄弟同赏月,脱,柯丽谭挛脱
八一纪念,艽,誩娘尹宏艽
八一南昌迎朝阳,旭,卸衣秦悻旭
八一起义,交,捞星晖挡交
八一起义军旗飘,郊,焚邀驮俄郊
八一下加二,兰,渗币丹投兰
八月二十三聚会,期,楫乾髓佶期
八月十五,钟,曰铂死域钟
八月天气帝王相,朕,蜡酥仃坯朕
八月珠桥江水流,腔,库涌肃邡腔
八字桥头水平流,兴,甬柚溺豆兴
巴山夜雨涨秋池,洲,狂奻威愕洲
巴蜀乡音,训,境郁氏燮训
跋前序后,政,骞鹦泊徐政
霸王自刎,翠,杂疼笑痒翠
白帝城,谅,烟腰弁耗谅
白帆半挂依疏柳,棉,淀墨莺煎棉
白帆一片桅边悬,棉,灭畨罗沃棉
白鸡,酝,蛩疼铡伊酝
白马河边,浒,久昂控槿浒
白前当归木耳,香,肿掇企含香
白日依山尽,谟,哗写笛汴谟
白首逢春又一年,秽,姓口谅图秽
白首同归,伺,糕牯誊毕伺
白首偕老同心结,恬,献贾崛孵恬
白首雄心向未来,侏,鞋投变拽侏
白首一先生,百,仨垡诎少百
白头 掉尾格,舌,办孝柜邓舌
白头到老记前情,恬,孤咄棣测恬
白头到老一甲子,辞,聒峡蚊墓辞
白头的我,矛,脆扮胜舜矛
白头老干心不老,忏,芯阎揍篱忏
白头翁,讼,姓鲈火作讼
白头翁年届古稀,鸨,淬拍鹃膝鸨
白头偕老一直长相安,佬,匀溢瘸驸佬
白头雄心四化志,德,咪柬跑馥德
白头雄心志不移,恁,糗嗦丹噎恁
白头致仕二十载,荏,妹复蛞皱荏
白玉无瑕,皇,切赵伊蕴皇
白云出岫挂两边,抽,慧颔聿六抽
白云深处僧寺残,储,身毳赻辈储
百分之九十九,金,椒五叠羌金
百花头上梅初开,晦,猎双盯亦晦
百姓有盼头,眠,苫仨包尧眠
摆脱困境获生机,几,瑛怏叶菊几
办法归纳共五点,劫,章孺喝夷劫
半部《包公案》,构,营暇怒值构
半窗残月,穹,柱珐俱盖穹
半窗残月有蛩声,穹,票教暴涔穹
半打啤酒,河,业禽不敏河
半堆成品,哉,掱臻祚圯哉
半耕半读,讲,象惫风爹讲
半钩明月钓清溪,心,毳菟扳璧心
半价出售,催,稽渴隆孚催
半江帆影波底月,恐,跃赶荟琳恐
半角荷池人独立 还将分泪哭残花,莅,淆课稽峨莅
半帘春色系中原,棉,孬囱砷琉棉
半帘灯焰暗,宁,镝盲胷鸽宁
半林黄叶露秋色,楮,惜层毓念楮
半路出家,阁,陕竡夷蕾阁
半绿草色半蓝天,蕴,腫拙队泮蕴
半青半黄半 收成,散,贱普坯狳散
半是毁誉半奉承,恪,欲炽汰枇恪
半是苦涩半是腥,湖,膜腰角魅湖
半疏绿竹西归见,缆,证莽野甍缆
半仙站野外,僮,蜓驭信買僮
半写江村对愁眉,深,誩锄债每深
半掩村桥半拂溪,淋,艘瓶荣婕淋
半遮香扇下东楼,榻,疝悉口均榻
浜,淬,翩筒畏丽淬
包公案上下集,构,丞漉肖错构
包龙图上场,黜,蘑亩毋挟黜
包头残花落叶末,苟,踵醢扛西苟
宝岛姑娘,始,炮被野伍始
宝盖头,实,唧踢栓婵实
宝玉出走 云香私奔,宣,掇很姿佛宣
杯中蛇影,弛,踏燥亡妮弛
北定中原人归一统,宿,般辆势讲宿
北斗半隐现 日月背不明,脂,杰莘陈垫脂
北斗挂城边,戥,潺咪俶焚戥
北斗阑干映千帆,悉,院柱讦逻悉
北国之春,槊,骗恁立封槊
北市买长鞭,广,自绡根鸡广
北宋亡泪两行,湘,当南葆摈湘
本厂定点生产木偶,麻,彰镯差袱麻
匕首文章,刘,伍山暑茵刘
必,忍,枯梗冗志忍
必定环环不落空,瑟,泊帼寒死瑟
必由之路路必行,迪,匏嵩读玻迪
毕业之后,土,咪樱溧茭土
毕业之后到浦东,埔,税胆麻俶埔
毕业之后到上海,坤,豪查波黍坤
边草无穷日暮,大,敦忠奔支大
边城同心念归人,塔,丙何绡棣塔
边防战士的职责,堡,升鲳惶裤堡
边行边拾,趣,殃叶杜讷趣
边整边改,政,茗卆冰香政
编,笨,乍颗诩薇笨
变化,仑,兑让针仗仑
变项,贡,残肚钰眭贡
表里如一,田,按瘁篙诎田
冰,涸,佯缁烦柚涸
并非如此,丰,君沁卷曾丰
病从口入,痴,琶灿捐妗痴
波及厂内外,疲,识联饼惨疲
捕鱼为业,衡,庚璐狠搬衡
不到黄昏梦未成,林,川绡曳虻林
不得到辽西,还,炎肝奢疲还
不负前言,证,萧个磨维证
不改初衷,愿,裕孺上饱愿
不干了,摆,躬收诉买摆
不公不私,么,源音搁岩么
不顾白头要进取,最,盗春俗宣最
不过十年,蚴,导逡蚕古蚴
不计个人得失,佚,沼茎侈普佚
不记个人得失,佚,褚喝昵稼佚
不见有孤舟,舰,蹋钜辰榭舰
不拘一格,呸,雁由窈胄呸
不留一手却不容易,摊,惹煎劾㕣摊
不落的太阳,昶,吴控唱不昶
不能细也,奇,涸荔妃市奇
不胜惶恐,懒,图裙老宿懒
不受尘埃半点侵,社,蹲筮尥寅社
不闻不问,踯,撵掮卸信踯
不咸不淡,哈,町阂纱冬哈
不言而喻,皆,韩荐歆去皆
不要开口闭口总是钱,钜,魄强置碜钜
不夜天,昶,唁那沣洞昶
不翼而飞,丁,美引蒙坤丁
不重生男重生女,呵,宫输曱举呵
不准抽烟,趿,圣翌由秆趿
布下星星火,人,嘶姐啼离人
步调一致,跻,汨昶葛梨跻
步卒五千,筛,洄枉樵炬筛
部位相反,陪,秽键皎奶陪
猜着一半,睛,沁员终湿睛
才始送春归,材,永爧辩刑材
才下眉头 却上心头,自,詊衮弟凡自
残兵,乒,苦衰檀货乒
残茶剩饭,板,渭仂凼杷板
残花落叶,哗,袄哉艽厕哗
残花片片落空庭,庇,衔恪约江庇
残花片片如飞雪,皆,朕茒肙作皆
残花一片有余香,旨,瞅娇阉嗜旨
残阳如血,郝,去预鹏嫔郝
残叶翻飞落笔端,毡,了克无兹毡
残月孤灯,炙,筞风耻骂炙
残月挂樱桃,名,政愿兆瞒名
残月照破衣,夜,腿终硂阵夜
草上飞,早,干笈海资早
层峦叠翠,茁,扣净亥竹茁
插话,谤,联讨呢珂谤
拆了围墙,韦,洪雪旧捐韦
产后须补,颜,実冗尺咪颜
产量上去了,厘,油酚打晿厘
产量最高,音,林菟雨找音
产品实行三包,晶,抠仫鸪进晶
厂车一点到,库,灵唧憨东库
厂大一点人皆贺,庆,黛窟赭胄庆
厂方负责,碛,刀偿柔娑碛
厂方实行责任制,炮,话讼互砷炮
厂方专有,砖,京晒诎晔砖
厂房摄影,厢,尔晗苯怙厢
厂靠翻身业,严,弟逡缀侣严
厂里厂外老树连荫,橱,寻呵纺糕橱
厂里承包先抓点,庖,弥布迆爷庖
厂里方便让别人,硬,米晦揩她硬
厂里搞点 乡下变样,缠,钓腥喋戊缠
厂里来了南方友人,硼,崛媚豉报硼
厂里来人,仄,恩梵易岆仄
厂里没借人,厝,蕊钊等年厝
厂里求知点滴增,痴,程射乾玓痴
厂里相思 村中幽会,橱,商荰住替橱
厂里增加出口,呖,実畏佬要呖
厂名变动,矽,坯郁诃读矽
厂前流水厂后山,疝,帜胇亵和疝
厂前种点草 厂里要植林,麻,内瀑衅恶麻
厂设宁波曲水间,痛,谓钰语俊痛
厂要出头 必须双增双节,崖,详厕筹着崖
厂要出头全凭干,岸,脱繁腔边岸
厂要上去须努力,历,要寇景踪历
厂长点子好 建厂自有方,矿,豆抱仫从矿
厂字挂心里,捱,岿曱岗晖捱
朝觐,现,金捡滥殖现
车八进一,轨,淮单或梵轨
车旁站着喜旺嫂,辍,狱瑰空卡辍
车座前头已换人,输,芸喑搁擦输
扯皮当制止,披,要匡谜蜻披
尘埃小半上瑶台,珐,乳溪重畀珐
尘土不沾水月圆,消,诀郎侨婪消
尘土飞扬,小,昝浇冗冞小
沉默不语,哈,牲倘麾吋哈
晨浴,渣,吠扎沊饱渣
成本一定要下降,未,提端呢芊未
成方圆,员,鳞守奠坎员
成功地有方须盖草,十,敏筑钻步十
诚,慎,喜魔敏搬慎
吃尽苦头,古,满粱材贺古
吃苦在前,若,即滋儫尿若
吃苦在前心犹安,惹,毗奋必难惹
吃了面包就不饿,饱,飨君宵捡饱
吃在农村,飨,吊揍洋低飨
痴,保,蚁七勺耍保
池边桃花招蝶舞,滦,膨怏绝恳滦
池边田头雁阵落,淄,奠舢读孝淄
池边叶影动寒蟾,湖,匣直焱呗湖
池边月上柳梢头,潸,肝诀团刑潸
池边枝头显春色,淋,柔犟壁聶淋
池边枝头引蝶来,滦,渗冣创悸滦
池头定有右军来,浑,域靥匝捧浑
赤子之心,一,渥补住妻一
赤字,钦,佞渔老首钦
冲出包围圈,韦,卵网土锦韦
充耳不闻,龙,殡省圯玺龙
丑,牮,掠脲雀衫牮
丑而壮,犟,氦厢怛茶犟
出兵前后巧安排,岳,戬浒肰孬岳
出差整半年,胶,违楫蕾昔胶
出厂有风紧着衣,褫,节糗每饴褫
出港之前,汕,妃宽认骥汕
出工出力出全勤,革,录嫂赎悬革
出闺房巧遇一千金,娃,霁疴眵七娃
出尽风头犯错误,爻,淬嗅就中爻
出口服装,哀,徘司铺办哀
出口合同变动,咽,妖娲南映咽
出口千言,话,渴讷公贯话
出口丝绳,电,瀑版览手电
出口纵横皆成章,故,善法忘沾故
出力就高兴,嘉,汨叮慨差嘉
出门就打,阀,瞎邑伙按阀
出门唯闻犬吠声,润,觅団燕百润
出门闻关关 唯觉声孤单,联,纹拴盼坝联
出勤不出力 只说不兑现,谨,笠邪擂嵘谨
出师之前重安排,岿,袱她师陆岿
出头更虚心,吏,钊蒋列诀吏
出一半有何不可,仙,夺挟屎泓仙
除夕来日蛤逢春,麦,拉壮涸宓麦
除夕迎来一九九五,萝,檀婢琬玉萝
雏,鹦,黍膨近忡鹦
楚兵,翠,寇梯羞拜翠
处处草香暮春时,日,淳评覃冯日
处处都有好姑娘,女,哗磊负术女
处方唯有半纸传,绺,佛楼箭逼绺
川里茶花发,葩,懒栎卿汨葩
川流不息,泳,尽搬严癌泳
川流入海潮已平,洲,槽赴佶晨洲
川水纵横日落时,酬,骥誉蝉邑酬
川为静春波,淀,螺牛鲩悸淀
川中飞雁过横山,肃,欺特哆啭肃
窗前月朦胧,穹,登评颇白穹
创业开始在此日,晋,螟入州矩晋
创业始开头,亚,他百烤态亚
炊事员,饲,革在朕蜻饲
垂泪到天明,漳,杰乱姥矼漳
垂泪对宫娥,汝,赠监羞茜汝
春风吹又生,薪,自捍霁粇薪
春风送马蹄,杰,冈沏弋淋杰
春光点点值千金,娄,息杰麓襄娄
春光无日晃思夫,一,胚治胤荀一
春节放假三天,人,揩觥运药人
春来鸟雀恋行云,谜,瓜鳗蕊域谜
春秋配,秦,素倡供凡秦
春秋战国后,臻,乡捐咕咳臻
春天一日游,奏,瓶吱氯桧奏
春燕檐前穿户来,鹇,木蒂抗秋鹇
春雨连绵妻独宿,一,牙枚脀块一
春雨绵绵人去也,三,撵伞搏楷三
春雨如油,溃,半芹鼎责溃
春雨润新苗,秦,很休虑转秦
唇齿相依,呀,能绸厦苯呀
此案可排除女性,宋,言肝献墟宋
此策为离间 何其不胜来,籁,磊奉站挠籁
此地一为偶,些,捞钦衫煜些
此二人格外大方,徊,罐干剁洞徊
此恨绵绵无绝期,跌,巩堆拗近跌
此路不通,趾,霖跑欣耶趾
此谜必须隐目格,二,对碧羯钉二
此谜猜它三十天,捐,尺略洳取捐
此谜要猜两天一早上,亘,翕员很以亘
此木本来一花无,林,诲片撒酿林
此犬不大却能吠,注,运钰平仅注
此人可靠,何,艰晔鸠狮何
此人缺乏动力,会,箕括信卫会
此人生在少林,侍,屡魅誉函侍
此日登临曙色开,一,恿描喊皱一
此日巧遇意中人,倡,呖抽美弥倡
此日相逢两倾心,昆,晴计增茴昆
此日中流自在行,咱,皖扇扁何咱
此生谁吐言,雌,琅淆季焦雌
此心到处悠然,攸,颔声栩遗攸
此心唯有断云知,怡,免酵泱酗怡
此语竟非是,汗,酋吉考倘汗
此中意无人会,昙,哈家系侩昙
次子,元,彧岆功侧元
匆匆人去也,羽,赠眵璐咽羽
从此后南北一方,囵,夸血垫阴囵
从来绝色知难得,纵,拟蛩颖秩纵
从南昌到北京,景,宽鲈佛芆景
从上至下 广为团结,座,炭传朔胎座
从上至下 广为团结,座,傅畲觥琴座
从新布署,睹,姣凬胕讫睹
翠竹竞茂,静,竺透佯咆静
村后墓碑前 少陵泪涟涟,礴,叫胞茓母礴
村中安身,榭,淝估艰鹊榭
存心有意见,音,骏胥買洒音
寸草沐春晖,莳,嗦牟悸屉莳
寸草沐春晕,莳,趾啮骆鲁莳
寸草心,时,西水轾要时
寸土不丢保村庄,床,魔担耻陕床
寸土相连永不离,封,躺蕾辫扭封
错过机会,枫,忮誊票冤枫
达开回广西,矿,默杰喉溏矿
打得分明,晴,哽肴撑肒晴
打断念头,心,懂瞬雷怙心
打虎英雄到江西,淞,反乖惯砷淞
打破常规,觉,佛臭辆罂觉
打破固有框框,十,架弘拂糜十
打破禁锢突破框框,针,涨趾搜蛇针
打起黄莺儿,蹄,边安楣民蹄
打手出界,丁,诊法盯桥丁
打樱桃,呈,轧昙楷卆呈
大白于天下,昌,亨箫泉弄昌
大部分接受,爱,羚臀甜畩爱
大材小用 小材小用 废材不用,秦,槊骊那盯秦
大厂用电多一点,庵,盏使若诸庵
大处着手 巧构双杀,攀,肘理藩鲳攀
大错特错,爽,申君湛录爽
大大方方,咽,啁弛祥氧咽
大胆显丑,腥,到杷匙煲腥
大得出奇,可,盼壮野伊可
大地回春,桩,导糊姐娃桩
大地沐清辉,脏,锦扮倥炸脏
大地同春,杜,伶匾瞒唁杜
大地一片白,奢,拍俟盘康奢
大斗进 小斗出,尖,缁夵朝妙尖
大方格,咽,冑尢陕希咽
大概念,药,哟伦罗桓药
大干变了样,全,榭伸益且全
大庚岭上暮天低,岁,羞彪來沌岁
大褂不要补,奎,早西嫣奸奎
大旱望云霓,濡,求淼拂炕濡
大河奔流,奇,嘶献呢夯奇
大河奔流带残红,绮,筝木璐酱绮
大河奔流近千里,骑,彗忽樵债骑
大河奔流向东来,椅,佻赴协侈椅
大河奔流雁飞斜,倚,硬轰郓钙倚
大河边一轮新月,活,恚两困慧活
大河没水小河干,哥,饨芨井稍哥
大河上下 顿失滔滔,奇,冑跑签惨奇
大河迂曲 群山环抱,甾,从立吩住甾
大加赞誉,亏,休会属池亏
大家搞好团结,庐,纥绚锣脆庐
大家长寿,筹,虽秆诀淌筹
大江东去 残阳如血,温,杀久版徊温
大江东去一帆扬,浊,圯奻室力浊
大口多一点,吠,侑圣洛必吠
大框框不能破,因,蝴类认怛因
大力能容天下,因,堵悸做隆因
大连天全,一,黍懒炕欲一
大乱之后要平反,金,中坔兑盼金
大米转向出口,奥,佼次册浊奥
大面积推广,靥,暑括纷苿靥
大明生于东,株,勺艮评怦株
大闹加小框 不作“回”字猜,固,寄夫爷啪固
大内格外要留心,恩,订梯抒伍恩
大篷车到边防,郓,皋鸠福唔郓
大庆油田庆油出,奋,驯潕字昶奋
大人挑小人,夹,韦禽忠乐夹
大人走来了,子,狮列了坝子
大赦天下,一,戬团昝苂一
大势已定 无须固执,夯,容赖滂勋夯
大树临波,渠,送拌拗讦渠
大田高禀庆丰年,移,广射店胤移
大同石窟旅游点,突,计跨洄支突
大王偏爱玉无瑕,琥,饨的光了琥
大王声威震四方,噩,疯彭蜥梗噩
大西北一日,春,按闺谅斥春
大小交错,灯,谧波梅栎灯
大小两分开,奈,咱讣琵花奈
大雪压青松,柏,迫裤扁仫柏
大压不正之风,奁,俞土促锦奁
大业靠人创,亚,钙骸往恚亚
大有干头,天,谊拴掩茴天
大有可为,奇,排那堤郝奇
等于,互,甩列侠美互
大丈夫不得出头,天,佞窯犑莠天
大丈夫力不从心,思,译葆击悼思
大针上面顶小针,钎,铺慧指笠钎
丹心一点到白头,舟,惶殉璃抽舟
丹心一点血凝成,盘,颖垦渴妮盘
丹心一直图为国,匡,节菠荥皋匡
旦末净丑,星,啬粕膜诀星
当代巾帼,妗,肰俶已缶妗
当合格工人,吴,纲滑绺泽吴
当空皓魄映川流,淝,渗郑仃俊淝
当前不在一起,米,醢戏朽丕米
当前皇上垂危中,原,糜硼妇妥原
当前唯有江边月,消,栏柔缁恒消
当前一定要安定团结,案,惊汾磐茴案
当上运动员,唢,月教巫闯唢
当天处方,晷,哺龟忡教晷
当头明月满行舟,逍,勺陛青扈逍
当头明月照前程,稍,且俑钊境稍
当头月照远帆归,蛸,詊矽薨配蛸
当阳道,昙,根框茗茓昙
党内交人要交心,谷,哺蜥沧叨谷
党中央与人民一条心,恩,枸笕众浑恩
刀光剑影连千里,验,蛩廖鳍阜验
刀光剑影林边隐,检,肰徭国任检
刀光剑影入篁林,签,禁佧泡偌签
刀下留情,忍,突垓装町忍
刀下要留心一点,忍,缠政町钡忍
岛,泵,椿姓㕣珅泵
倒数第一,由,模吊棘担由
到西郊植树,校,冷太宏疑校
稻,类,套曱艺嬉类
得人心者得天下,怂,窍敝赎血怂
得胜生还 安排宴会,明,栽谁懋副明
灯昏酒泼人半醉,酊,饱粘儿曳酊
灯笼,炮,扦莒隆热炮
登陆,漓,羯畀潕逍漓
瞪着眼睛瞧 个个都 不少,目,诘囩朝唱目
地表,坡,店初芹害坡
地震前后变了样,垄,亢肌佼友垄
帝,全,必太敌始全
点滴积累可成金,全,髓暑蓝奥全
点滴之变成作为,办,兼鹊允魔办
点点卯,卵,锯茶甸鹂卵
点点新芽发枝头,米,饨姑令鲈米
点点萤火照江边,淡,秋新品窒淡
点心,口,褚鹭彼睛口
点心能手招进厂,拓,查了访于拓
电大办在河西畔,淹,彩秩若讽淹
电杆高竖在山巅,击,剁孤搞娬击
电视终日看不见,礼,咽涔白腾礼
垫上运动,土,苜表种标土
叠罗汉,众,碜啊缆墟众
丁原兀立 吕布拜倒,呵,妻络击小呵
丁字帘前是断桥,柠,芢敖堆萝柠
顶牛,斛,奉矗姹稔斛
定心丸,卞,闲彤勾佛卞
丢开个人得失,佚,茓耗跺沏佚
丢人现眼,火,鲁古蓉附火
东北风来冷先围,飞,柳曰诩搞飞
东边日出西边雨,汨,魏忍阜阔汨
东部支援西部,陪,阴哔棹焱陪
东床只独看,胥,筒窖汾恕胥
东方表,柏,腰毡罂手柏
东方方才现双星,柬,暖摹崩宽柬
东方红,株,胚实掠亦株
东方露出鱼肚白,课,沼殡趴当课
东方曙色上枝头,楂,儿凝矼牲楂
东方一男儿,柯,察缕鲨柱柯
东风频添相思意,彭,赚巫稀噬彭
东风指杨柳 月下正相思,膨,吱灯骅孩膨
东海沉落天亦倾,活,呖喳它灯活
东湖双鸳鸯,鹏,冤鸾奈囍鹏
东家流水入西邻,沪,泫趝漏何沪
东郊田头出孤苗,邮,燊措墓倍邮
东京旦暮伴郎君,春,智沙彩牵春
东京一游正值十一,琼,笔时遍牡琼
东靠大西洋,渠,苒楂尽瓢渠
东邻可有佳人在,婀,净洵夸虚婀
东邻墙头梨花开,都,欺矼却胷都
东林虎影,枫,危床举蠢枫
东流逝水,梳,惑立侩考梳
东楼少女天下绝,来,艮纱庙床来
东南方双方合作,燥,蓬姿扮涢燥
东南西北锁雾中,备,尖艘叔柴备
东南西北一般春,楞,亲邗表杂楞
东南邹鲁,阳,槿讲拄羯阳
东内缕缕添相思,彭,侈枚壬优彭
东施,妞,吏浪由剧妞
东西南北不出头,楞,福摩从夾楞
东西南北一条心,愣,斯椿登持愣
东西调防,邡,么情肥堪邡
东洋兵,晖,浛谔凸起晖
东洋参,晶,素溪虱寻晶
东征西讨,证,宙唤甾徘证
冬至一阳生,汨,兖孬玺咕汨
动画剪接,男,棣端惯浕男
动力增长十点二,协,修杀榇影协
动员后勤上前方,贺,狂旭捺争贺
动员起来 团结起来,赔,漩里恿仔赔
都不出头,楷,寇谧冥楞楷
都匀,筠,妄丁蛔骊筠
斗柄回寅几处心,滤,狠彩惫嗅滤
斗蟋蟀,触,嫖咔汞雄触
斗转星移又一载,平,易各溆日平
独户,阐,空发耻豫阐
独眼龙,省,淳负属镂省
端午前后,辛,拙漯鲸笕辛
短一些再短一些,此,辇硼朵伒此
断断续续,继,误嘶贾燥继
断桥垂露滴梧桐,淋,觥玉疼租淋
断指再接成功,掷,种裤矼勺掷
对边三点偏离圆心,赔,忖宰魔菹赔
对艰难皆有先见,又,晒世徉咸又
对内改革要上去,婴,劾尿阉描婴
对人要虚心,伦,吠为阁旦伦
对手得分,掰,跎昔北蓦掰
对照看来有点左,式,业伉吞夸式
顿号,踢,译亨备您踢
多半靠进口,名,蜀投额矗名
多半用三十六计,梦,黜慑臾狞梦
多出一半,岁,更罩掘俘岁
多方合作,哆,羁垫筑眚哆
多美的桃花,骊,到收我沈骊
多少白土被花盖,著,材再悻昆著
多少年后再相逢,舛,趾桁今优舛
多少心血得一言,谧,尺饴秦适谧
多谈实际,课,恣分式聪课
多听必有惑,总,雁讹娥弦总
多写一笔才象样,栏,苗美娴馬栏
多一点点有意见,竞,畀烟槎粉竞
多一点就好,艮,爬静卜讦艮
娥皇,娆,蹋辣褫月娆
饿,饮,潮礴佼康饮
儿的心只在四化上,悦,小茴排部悦
儿女共沾巾,姚,矧煌置漪姚
儿女忽成行,哥,兵晒仄缆哥
儿女相逢泪两行,姚,毙奁妮宙姚
儿孙各一半,吼,狳蜂料寇吼
儿童不宜,旖,性娜队垦旖
儿童急走追黄蝶,李,迆笔仔漆李
儿童节,音,造郎良蒜音
儿童节前夕,产,收船几岿产
儿童节在上旬,章,纥珉轮嫌章
儿童来鼠,亥,密柄臭攸亥
儿童西服,肖,尼牲佩创肖
儿童一一入了队,除,轩租公涧除
儿为四化集资金,锐,吗耗栋葩锐
儿须把四化挂在心,悦,湘靖停伦悦
儿要跟党走,趟,诊调久惜趟
儿在云南前线,统,思既寒奔统
而立之年当运动员,喷,炰迹然觅喷
尔曹无日一虚抛,曲,疾麋之叙曲
耳塞半导体,附,配嫣窍樽附
二,息,旨籁蝇哇息
二八佳人,妙,酥怷灵疤妙
二百两,芹,簧单则邡芹
二百天,荀,擞艰北果荀
二尺二,封,井彧达糕封
二川溶溶,州,阂赚炕虱州
二川中分,蠲,杈高孤氟蠲
二次交战,戏,卆吕迁轾戏
二大王心如刀绞,瑟,项峡使窍瑟
二度梅,馥,恁雌卑闽馥
二度学医,谬,昨宗赶几谬
二度重阳连夜归,梦,诣蚪叨慝梦
二儿远离摇手别,遥,纥钉逐缠遥
二分尘土,示,汜缄般霖示
二分明月正当头,旺,连洳位菖旺
二更尽,史,签她状惺史
二狗谈天,狱,嗟儆察舰狱
二话不说,证,岆氮寅沔证
二黄,圭,棹弯陌碜圭
二季度进厂,厦,棺榨愤樵厦
二斤水,满,串放色铸满
二九青春,森,籽既鱼蚯森
二口子结合,酉,驼含硼杈酉
